date,league,game_id,away_team,away_score,home_team,home_score,winner,status
20240101,nba,401585079,MIN,106,NY,112,NY,Final
20240101,nba,401585080,CLE,121,TOR,124,TOR,Final
20240101,nba,401585081,DET,113,HOU,136,HOU,Final
20240101,nba,401585082,IND,122,MIL,113,IND,Final
20240101,nba,401585083,CHA,93,DEN,111,DEN,Final
20240101,nba,401585084,POR,88,PHX,109,PHX,Final
20240101,nba,401585085,DAL,90,UTAH,127,UTAH,Final
20240101,nba,401585086,MIA,104,LAC,121,LAC,Final
20240102,nba,401585087,CHI,97,PHI,110,PHI,Final
20240102,nba,401585088,SA,98,MEM,106,MEM,Final
20240102,nba,401585089,BKN,85,NO,112,NO,Final
20240102,nba,401585090,BOS,123,OKC,127,OKC,Final
20240102,nba,401585091,ORL,115,GS,121,GS,Final
20240102,nba,401585092,CHA,111,SAC,104,CHA,Final
20240103,nba,401585093,WSH,101,CLE,140,CLE,Final
20240103,nba,401585094,MIL,130,IND,142,IND,Final
20240103,nba,401585095,OKC,138,ATL,141,ATL,Final
20240103,nba,401585097,BKN,101,HOU,112,HOU,Final
20240103,nba,401585098,TOR,116,MEM,111,TOR,Final
20240103,nba,401585099,NO,117,MIN,106,NO,Final
20240103,nba,401585096,CHI,100,NY,116,NY,Final
20240103,nba,401585100,POR,97,DAL,126,DAL,Final
20240103,nba,401585101,LAC,131,PHX,122,LAC,Final
20240103,nba,401585102,DET,148,UTAH,154,UTAH,Final/OT
20240103,nba,401585103,MIA,110,LAL,96,MIA,Final
20240103,nba,401585104,ORL,135,SAC,138,SAC,Final/2OT
20240104,nba,401585105,MIL,125,SA,121,MIL,Final
20240104,nba,401585106,DEN,130,GS,127,DEN,Final
20240105,nba,401585107,UTAH,97,BOS,126,BOS,Final
20240105,nba,401585108,ATL,116,IND,150,IND,Final
20240105,nba,401585109,OKC,115,BKN,124,BKN,Final
20240105,nba,401585110,WSH,90,CLE,114,CLE,Final
20240105,nba,401585111,NY,128,PHI,92,NY,Final
20240105,nba,401585112,CHA,91,CHI,104,CHI,Final
20240105,nba,401585113,MIN,122,HOU,95,MIN,Final
20240105,nba,401585114,LAC,111,NO,95,LAC,Final
20240105,nba,401585115,POR,103,DAL,139,DAL,Final
20240105,nba,401585116,ORL,122,DEN,120,ORL,Final
20240105,nba,401585117,MIA,97,PHX,113,PHX,Final
20240105,nba,401585118,DET,109,GS,113,GS,Final
20240105,nba,401585119,MEM,127,LAL,113,MEM,Final
20240105,nba,401585120,TOR,130,SAC,135,SAC,Final
20240106,nba,401585121,BOS,118,IND,101,BOS,Final
20240106,nba,401585122,NY,121,WSH,105,NY,Final
20240106,nba,401585123,UTAH,120,PHI,109,UTAH,Final
20240106,nba,401585124,MIL,108,HOU,112,HOU,Final
20240107,nba,401585125,SA,115,CLE,117,CLE,Final
20240107,nba,401585126,POR,134,BKN,127,POR,Final/OT
20240107,nba,401585127,ATL,110,ORL,117,ORL,Final/OT
20240107,nba,401585128,NO,133,SAC,100,NO,Final
20240107,nba,401585129,MIN,108,DAL,115,DAL,Final
20240107,nba,401585130,DET,114,DEN,131,DEN,Final
