date,league,game_id,away_team,away_score,home_team,home_score,winner,status
20150103,nfl,400749512,ARI,16,CAR,27,CAR,Final
20150103,nfl,400749511,BAL,30,PIT,17,BAL,Final
20150104,nfl,400749513,CIN,10,IND,26,IND,Final
20150104,nfl,400749514,DET,20,DAL,24,DAL,Final
20150110,nfl,400749515,BAL,31,NE,35,NE,Final
20150110,nfl,400749516,CAR,17,SEA,31,SEA,Final
20150111,nfl,400749518,DAL,21,GB,26,GB,Final
20150111,nfl,400749517,IND,24,DEN,13,IND,Final
20150118,nfl,400749519,GB,22,SEA,28,SEA,Final/OT
20150118,nfl,400749520,IND,7,NE,45,NE,Final
20150201,nfl,400749027,NE,28,SEA,24,NE,Final
20150910,nfl,400791485,PIT,21,NE,28,NE,Final
20150913,nfl,400791541,IND,14,BUF,27,BUF,Final
20150913,nfl,400791489,GB,31,CHI,23,GB,Final
20150913,nfl,400791497,CLE,10,NYJ,31,NYJ,Final
20150913,nfl,400791547,CAR,20,JAX,9,CAR,Final
20150913,nfl,400791493,KC,27,HOU,20,KC,Final
20150913,nfl,400791555,NO,19,ARI,31,ARI,Final
20150913,nfl,400791587,BAL,13,DEN,19,DEN,Final
20150913,nfl,400791582,TEN,42,TB,14,TEN,Final
20150913,nfl,400791590,NYG,26,DAL,27,DAL,Final
20150914,nfl,400791596,PHI,24,ATL,26,ATL,Final
20150914,nfl,400791600,MIN,3,SF,20,SF,Final
20150917,nfl,400791624,DEN,31,KC,24,DEN,Final
20150920,nfl,400791664,NE,40,BUF,32,NE,Final
20150920,nfl,400791661,ARI,48,CHI,23,ARI,Final
20150920,nfl,400791669,TEN,14,CLE,28,CLE,Final
20150920,nfl,400791638,DET,16,MIN,26,MIN,Final
20150920,nfl,400791634,TB,26,NO,19,TB,Final
20150920,nfl,400791672,ATL,24,NYG,20,ATL,Final
20150920,nfl,400791630,SF,18,PIT,43,PIT,Final
20150920,nfl,400791628,HOU,17,CAR,24,CAR,Final
20150920,nfl,400791680,MIA,20,JAX,23,JAX,Final
20150920,nfl,400791705,DAL,20,PHI,10,DAL,Final
20150920,nfl,400791708,SEA,17,GB,27,GB,Final
20150921,nfl,400791711,NYJ,20,IND,7,NYJ,Final
20150927,nfl,400791491,ATL,39,DAL,28,ATL,Final
20150927,nfl,400791496,IND,35,TEN,33,IND,Final
20150927,nfl,400791553,JAX,17,NE,51,NE,Final
20150927,nfl,400791583,PHI,24,NYJ,17,PHI,Final
20150927,nfl,400791557,NO,22,CAR,27,CAR,Final
20150927,nfl,400791546,CIN,28,BAL,24,CIN,Final
20150927,nfl,400791589,TB,9,HOU,19,HOU,Final
20150927,nfl,400791597,SF,7,ARI,47,ARI,Final
20150927,nfl,400791623,BUF,41,MIA,14,BUF,Final
20150927,nfl,400791626,CHI,0,SEA,26,SEA,Final
20150927,nfl,400791631,DEN,24,DET,12,DEN,Final
20150928,nfl,400791635,KC,28,GB,38,GB,Final
20151001,nfl,400791662,BAL,23,PIT,20,BAL,Final/OT
20151004,nfl,400761514,NYJ,27,MIA,14,NYJ,Final
20151004,nfl,400791709,HOU,21,ATL,48,ATL,Final
20151004,nfl,400791678,NYG,24,BUF,10,NYG,Final
20151004,nfl,400791712,KC,21,CIN,36,CIN,Final
20151004,nfl,400791671,JAX,13,IND,16,IND,Final/OT
20151004,nfl,400791701,CAR,37,TB,23,CAR,Final
20151004,nfl,400791719,MIN,20,DEN,23,DEN,Final
20151004,nfl,400791716,GB,17,SF,3,GB,Final
20151004,nfl,400791720,DAL,20,NO,26,NO,Final/OT
20151005,nfl,400791741,DET,10,SEA,13,SEA,Final
20151008,nfl,400791487,IND,27,HOU,20,IND,Final
20151011,nfl,400791492,SEA,24,CIN,27,CIN,Final/OT
20151011,nfl,400791551,BUF,14,TEN,13,BUF,Final
20151011,nfl,400791488,CHI,18,KC,17,CHI,Final
20151011,nfl,400791542,NO,17,PHI,39,PHI,Final
20151011,nfl,400791498,JAX,31,TB,38,TB,Final
20151011,nfl,400791545,CLE,33,BAL,30,CLE,Final/OT
20151011,nfl,400791554,ARI,42,DET,17,ARI,Final
20151011,nfl,400791559,NE,30,DAL,6,NE,Final
20151011,nfl,400791584,SF,27,NYG,30,NYG,Final
20151015,nfl,400791593,ATL,21,NO,31,NO,Final
20151018,nfl,400791627,CIN,34,BUF,21,CIN,Final
20151018,nfl,400791633,DEN,26,CLE,23,DEN,Final/OT
20151018,nfl,400791629,CHI,34,DET,37,DET,Final/OT
20151018,nfl,400791639,MIA,38,TEN,10,MIA,Final
20151018,nfl,400791625,KC,10,MIN,16,MIN,Final
20151018,nfl,400791621,ARI,13,PIT,25,PIT,Final
20151018,nfl,400791637,HOU,31,JAX,20,HOU,Final
20151018,nfl,400791663,CAR,27,SEA,23,CAR,Final
20151018,nfl,400791670,BAL,20,SF,25,SF,Final
20151018,nfl,400791674,NE,34,IND,27,NE,Final
20151019,nfl,400791676,NYG,7,PHI,27,PHI,Final
20151022,nfl,400791503,SEA,20,SF,3,SEA,Final
20151025,nfl,400761515,BUF,31,JAX,34,JAX,Final
20151025,nfl,400791523,MIN,28,DET,19,MIN,Final
20151025,nfl,400791517,ATL,10,TEN,7,ATL,Final
20151025,nfl,400791520,NO,27,IND,21,NO,Final
20151025,nfl,400791527,PIT,13,KC,23,KC,Final
20151025,nfl,400791533,HOU,26,MIA,44,MIA,Final
20151025,nfl,400791536,NYJ,23,NE,30,NE,Final
20151025,nfl,400791564,DAL,20,NYG,27,NYG,Final
20151025,nfl,400791567,PHI,16,CAR,27,CAR,Final
20151026,nfl,400791574,BAL,18,ARI,26,ARI,Final
20151029,nfl,400791601,MIA,7,NE,36,NE,Final
20151101,nfl,400761516,DET,10,KC,45,KC,Final
20151101,nfl,400791605,TB,23,ATL,20,TB,Final/OT
20151101,nfl,400791642,MIN,23,CHI,20,MIN,Final
20151101,nfl,400791609,ARI,34,CLE,20,ARI,Final
20151101,nfl,400791618,NYG,49,NO,52,NO,Final
20151101,nfl,400791649,CIN,16,PIT,10,CIN,Final
20151101,nfl,400791653,TEN,6,HOU,20,HOU,Final
20151101,nfl,400791681,SEA,13,DAL,12,SEA,Final
20151101,nfl,400791684,GB,10,DEN,29,DEN,Final
20151102,nfl,400791690,IND,26,CAR,29,CAR,Final/OT
20151105,nfl,400791698,CLE,10,CIN,31,CIN,Final
20151108,nfl,400791725,MIA,17,BUF,33,BUF,Final
20151108,nfl,400791722,TEN,34,NO,28,TEN,Final/OT
20151108,nfl,400791728,JAX,23,NYJ,28,NYJ,Final
20151108,nfl,400791700,GB,29,CAR,37,CAR,Final
20151108,nfl,400791732,ATL,16,SF,17,SF,Final
20151108,nfl,400791731,NYG,32,TB,18,NYG,Final
20151108,nfl,400791733,DEN,24,IND,27,IND,Final
20151108,nfl,400791734,PHI,33,DAL,27,PHI,Final/OT
20151112,nfl,400791486,BUF,22,NYJ,17,BUF,Final
20151115,nfl,400791490,DET,18,GB,16,DET,Final
20151115,nfl,400791499,CAR,27,TEN,10,CAR,Final
20151115,nfl,400791552,MIA,20,PHI,19,MIA,Final
20151115,nfl,400791556,CLE,9,PIT,30,PIT,Final
20151115,nfl,400791494,DAL,6,TB,10,TB,Final
20151115,nfl,400791581,JAX,22,BAL,20,JAX,Final
20151115,nfl,400791595,KC,29,DEN,13,KC,Final
20151115,nfl,400791591,NE,27,NYG,26,NE,Final
20151115,nfl,400791599,ARI,39,SEA,32,ARI,Final
20151116,nfl,400791622,HOU,10,CIN,6,HOU,Final
20151119,nfl,400791632,TEN,13,JAX,19,JAX,Final
20151122,nfl,400791640,IND,24,ATL,21,IND,Final
20151122,nfl,400791673,DEN,17,CHI,15,DEN,Final
20151122,nfl,400791703,DAL,24,MIA,14,DAL,Final
20151122,nfl,400791668,TB,45,PHI,17,TB,Final
20151122,nfl,400791665,NYJ,17,HOU,24,HOU,Final
20151122,nfl,400791677,GB,30,MIN,13,GB,Final
20151122,nfl,400791713,SF,13,SEA,29,SEA,Final
20151122,nfl,400791710,CIN,31,ARI,34,ARI,Final
20151123,nfl,400791717,BUF,13,NE,20,NE,Final
20151126,nfl,400791507,PHI,14,DET,45,DET,Final
20151126,nfl,400791509,CAR,33,DAL,14,CAR,Final
20151126,nfl,400791510,CHI,17,GB,13,CHI,Final
20151129,nfl,400791514,MIN,20,ATL,10,MIN,Final
20151129,nfl,400791505,TB,12,IND,25,IND,Final
20151129,nfl,400791504,BUF,22,KC,30,KC,Final
20151129,nfl,400791522,MIA,20,NYJ,38,NYJ,Final
20151129,nfl,400791512,NO,6,HOU,24,HOU,Final
20151129,nfl,400791526,ARI,19,SF,13,ARI,Final
20151129,nfl,400791532,PIT,30,SEA,39,SEA,Final
20151129,nfl,400791537,NE,24,DEN,30,DEN,Final/OT
20151130,nfl,400791561,BAL,33,CLE,27,BAL,Final
20151203,nfl,400791568,GB,27,DET,23,GB,Final
20151206,nfl,400791611,HOU,21,BUF,30,BUF,Final
20151206,nfl,400791647,SF,26,CHI,20,SF,Final/OT
20151206,nfl,400791619,CIN,37,CLE,3,CIN,Final
20151206,nfl,400791643,JAX,39,TEN,42,TEN,Final
20151206,nfl,400791615,BAL,13,MIA,15,MIA,Final
20151206,nfl,400791606,SEA,38,MIN,7,SEA,Final
20151206,nfl,400791572,NYJ,23,NYG,20,NYJ,Final/OT
20151206,nfl,400791579,ATL,19,TB,23,TB,Final
20151206,nfl,400791658,PHI,35,NE,28,PHI,Final
20151206,nfl,400791602,CAR,41,NO,38,CAR,Final
20151206,nfl,400791682,IND,10,PIT,45,PIT,Final
20151210,nfl,400791513,MIN,20,ARI,23,ARI,Final
20151213,nfl,400791566,PIT,33,CIN,20,PIT,Final
20151213,nfl,400791530,SF,10,CLE,24,CLE,Final
20151213,nfl,400791562,TEN,8,NYJ,30,NYJ,Final
20151213,nfl,400791524,BUF,20,PHI,23,PHI,Final
20151213,nfl,400791539,NO,24,TB,17,NO,Final
20151213,nfl,400791604,ATL,0,CAR,38,CAR,Final
20151213,nfl,400791573,IND,16,JAX,51,JAX,Final
20151213,nfl,400791616,SEA,35,BAL,6,SEA,Final
20151213,nfl,400791612,DAL,7,GB,28,GB,Final
20151213,nfl,400791570,NE,27,HOU,6,NE,Final
20151214,nfl,400791641,NYG,31,MIA,24,NYG,Final
20151219,nfl,400791656,NYJ,19,DAL,16,NYJ,Final
20151220,nfl,400791688,HOU,16,IND,10,HOU,Final
20151220,nfl,400791660,CHI,17,MIN,38,MIN,Final
20151220,nfl,400791694,TEN,16,NE,33,NE,Final
20151220,nfl,400791693,CAR,38,NYG,35,CAR,Final
20151220,nfl,400791685,ATL,23,JAX,17,ATL,Final
20151220,nfl,400791696,KC,34,BAL,14,KC,Final
20151220,nfl,400791697,CLE,13,SEA,30,SEA,Final
20151220,nfl,400791723,DEN,27,PIT,34,PIT,Final
20151220,nfl,400791726,CIN,24,SF,14,CIN,Final
