date,league,game_id,away_team,away_score,home_team,home_score,winner,status
20170309,mlb,400933120,DET,5,NYM,5,,Final
20170318,mlb,400933177,HOU,5,WSH,4,HOU,Final
20170402,mlb,370402130,NYY,3,TB,7,TB,Final
20170402,mlb,370402129,SF,5,ARI,6,ARI,Final
20170402,mlb,370402124,CHC,3,STL,4,STL,Final
20170403,mlb,400905593,ATL,0,NYM,6,NYM,Final
20170403,mlb,370403120,MIA,2,WSH,4,WSH,Final
20170403,mlb,370403102,PIT,3,BOS,5,BOS,Final
20170403,mlb,400905596,COL,7,MIL,5,COL,Final
20170403,mlb,370403101,TOR,2,BAL,3,BAL,Final/11
20170403,mlb,370403119,SD,3,LAD,14,LAD,Final
20170403,mlb,370403109,KC,1,MIN,7,MIN,Final
20170403,mlb,370403117,PHI,4,CIN,3,PHI,Final
20170403,mlb,370403113,CLE,8,TEX,5,CLE,Final
20170403,mlb,400905603,SEA,0,HOU,3,HOU,Final
20170404,mlb,370404104,DET,6,CHW,3,DET,Final
20170404,mlb,370404130,NYY,5,TB,0,NYY,Final
20170404,mlb,370404108,COL,6,MIL,5,COL,Final
20170404,mlb,370404113,CLE,4,TEX,3,CLE,Final
20170404,mlb,370404118,SEA,1,HOU,2,HOU,Final
20170404,mlb,400905614,CHC,2,STL,1,CHC,Final
20170404,mlb,370404129,SF,8,ARI,4,SF,Final
20170404,mlb,370404119,SD,4,LAD,0,SD,Final
20170405,mlb,370405109,KC,1,MIN,9,MIN,Final
20170405,mlb,370405101,TOR,1,BAL,3,BAL,Final
20170405,mlb,370405120,MIA,4,WSH,6,WSH,Final
20170405,mlb,370405102,PIT,0,BOS,3,BOS,Final/12
20170405,mlb,370405121,ATL,3,NYM,1,ATL,Final/12
20170405,mlb,370405130,NYY,1,TB,4,TB,Final
20170405,mlb,370405117,PHI,0,CIN,2,CIN,Final
20170405,mlb,370405113,CLE,9,TEX,6,CLE,Final
20170405,mlb,370405108,COL,1,MIL,6,MIL,Final
20170405,mlb,370405118,SEA,3,HOU,5,HOU,Final/13
20170405,mlb,370405129,SF,6,ARI,8,ARI,Final
20170405,mlb,370405119,SD,1,LAD,3,LAD,Final
20170406,mlb,370406117,PHI,4,CIN,7,CIN,Final
20170406,mlb,370406109,KC,3,MIN,5,MIN,Final
20170406,mlb,370406108,COL,2,MIL,1,COL,Final
20170406,mlb,370406124,CHC,6,STL,4,CHC,Final
20170406,mlb,370406104,DET,2,CHW,11,CHW,Final
20170406,mlb,370406119,SD,2,LAD,10,LAD,Final
20170406,mlb,370406120,MIA,4,WSH,3,MIA,Final/10
20170406,mlb,370406121,ATL,2,NYM,6,NYM,Final
20170406,mlb,370406130,TOR,5,TB,2,TOR,Final
20170406,mlb,370406118,SEA,4,HOU,2,SEA,Final
20170406,mlb,370406129,SF,3,ARI,9,ARI,Final
20170407,mlb,370407123,ATL,4,PIT,5,PIT,Final
20170407,mlb,370407106,BOS,5,DET,6,DET,Final
20170407,mlb,370407122,WSH,7,PHI,6,WSH,Final
20170407,mlb,370407127,LAD,1,COL,2,COL,Final
20170407,mlb,370407125,SF,6,SD,7,SD,Final
20170407,mlb,370407101,NYY,5,BAL,6,BAL,Final
