date,league,game_id,away_team,away_score,home_team,home_score,winner,status
20200101,nhl,401145667,NSH,2,DAL,4,DAL,Final
20200102,nhl,401145668,CBJ,2,BOS,1,CBJ,Final/OT
20200102,nhl,401145669,EDM,2,BUF,3,BUF,Final/OT
20200102,nhl,401145670,TB,2,MTL,1,TB,Final
20200102,nhl,401145671,NJ,2,NYI,1,NJ,Final
20200102,nhl,401145672,SJ,3,PIT,2,SJ,Final/OT
20200102,nhl,401145673,FLA,6,OTT,3,FLA,Final
20200102,nhl,401145674,TOR,6,WPG,3,TOR,Final
20200102,nhl,401145676,NYR,3,CGY,4,CGY,Final
20200102,nhl,401145675,STL,3,COL,7,COL,Final
20200102,nhl,401145678,CHI,5,VAN,7,VAN,Final
20200102,nhl,401145679,PHI,4,VGK,5,VGK,Final
20200103,nhl,401145680,WSH,4,CAR,3,WSH,Final
20200103,nhl,401145681,DET,1,DAL,4,DAL,Final
20200104,nhl,401145682,EDM,4,BOS,1,EDM,Final
20200104,nhl,401145683,SJ,3,CBJ,2,SJ,Final
20200104,nhl,401145686,FLA,2,BUF,3,BUF,Final
20200104,nhl,401145684,WPG,2,MIN,3,MIN,Final/OT
20200104,nhl,401145685,STL,4,VGK,5,VGK,Final/OT
20200104,nhl,401145687,NYI,0,TOR,3,TOR,Final
20200104,nhl,401145688,PIT,3,MTL,2,PIT,Final/OT
20200104,nhl,401145689,TB,5,OTT,3,TB,Final
20200104,nhl,401145690,COL,5,NJ,2,COL,Final
20200104,nhl,401145692,NYR,1,VAN,2,VAN,Final
20200104,nhl,401145693,NSH,4,LA,1,NSH,Final
20200105,nhl,401145694,SJ,4,WSH,5,WSH,Final/OT
20200105,nhl,401145695,FLA,4,PIT,1,FLA,Final
20200105,nhl,401145696,TB,3,CAR,1,TB,Final
20200105,nhl,401145697,CGY,5,MIN,4,CGY,Final/SO
20200105,nhl,401145698,DET,2,CHI,4,CHI,Final
20200105,nhl,401145699,NSH,4,ANA,5,ANA,Final/SO
20200106,nhl,401145700,EDM,6,TOR,4,EDM,Final
20200106,nhl,401145701,WPG,3,MTL,2,WPG,Final
20200106,nhl,401145702,COL,0,NYI,1,NYI,Final
20200106,nhl,401145703,CBJ,4,LA,2,CBJ,Final
20200107,nhl,401145704,VAN,2,TB,9,TB,Final
20200107,nhl,401145706,NYI,4,NJ,3,NYI,Final/OT
20200107,nhl,401145708,OTT,1,WSH,6,WSH,Final
20200107,nhl,401145709,PHI,4,CAR,5,CAR,Final/OT
20200107,nhl,401145707,COL,3,NYR,5,NYR,Final
20200107,nhl,401145710,MTL,3,DET,4,DET,Final
20200107,nhl,401145711,SJ,2,STL,3,STL,Final
20200107,nhl,401145712,BOS,6,NSH,2,BOS,Final
20200107,nhl,401145713,CGY,2,CHI,1,CGY,Final
20200107,nhl,401145714,PIT,4,VGK,3,PIT,Final
20200107,nhl,401145715,CBJ,4,ANA,3,CBJ,Final
20200108,nhl,401145716,WPG,4,TOR,3,WPG,Final/SO
20200108,nhl,401145717,WSH,2,PHI,3,PHI,Final
20200108,nhl,401145718,DAL,2,LA,1,DAL,Final
20200109,nhl,401145719,WPG,4,BOS,5,BOS,Final
20200109,nhl,401145720,EDM,4,MTL,2,EDM,Final
20200109,nhl,401145722,VAN,2,FLA,5,FLA,Final
20200109,nhl,401145723,NJ,3,NYR,6,NYR,Final
20200109,nhl,401145724,BUF,1,STL,5,STL,Final
20200109,nhl,401145725,NSH,5,CHI,2,NSH,Final
